annual_income,monthly_income,loan_amount,existing_debts,debt_to_income_ratio,number_of_credit_cards,credit_utilization_ratio,payment_history,number_of_late_payments,loan_repayment_history,employment_length,age,savings_balance,previous_defaults,credit_history_length,creditworthiness
66100.0,5167.0,75300.0,35100.0,0.531,3,0.996,Poor,3,Mostly Paid,0.4,18,20800.0,No,0.7,Bad
106400.0,8804.16,10700.0,24900.0,0.234,2,0.715,Poor,2,All Paid,8.0,43,7900.0,No,12.9,Good
300000.0,24904.35,5500.0,67500.0,0.225,7,0.445,Fair,1,Delayed,12.5,31,85100.0,No,10.0,Good
84500.0,7217.16,9100.0,30900.0,0.3657,2,0.695,Good,2,Mostly Paid,8.0,55,8600.0,No,29.0,Good
50100.0,4124.94,20800.0,29500.0,0.5888,2,0.907,Poor,4,Defaulted,3.8,54,5800.0,No,25.9,Bad
36700.0,3295.67,35400.0,31500.0,0.8583,1,0.809,Excellent,4,Delayed,2.8,28,8700.0,No,4.2,Bad
154000.0,12849.11,12500.0,36200.0,0.2351,5,0.923,Good,4,Delayed,16.8,53,47700.0,Yes,19.6,Bad
129500.0,11146.96,61700.0,6300.0,0.0486,1,0.201,Good,0,Mostly Paid,1.3,30,29000.0,No,5.5,Good
37300.0,2830.84,54000.0,23600.0,0.6327,0,0.909,Fair,3,Delayed,23.8,60,17700.0,Yes,15.3,Bad
34600.0,3206.76,46700.0,400.0,0.0116,2,0.392,Good,1,Mostly Paid,3.5,20,2800.0,No,0.8,Good
101600.0,8384.44,28400.0,50200.0,0.4941,3,,Poor,5,Defaulted,0.4,50,47400.0,Yes,13.5,Good
44600.0,4011.46,20900.0,15300.0,0.343,2,0.655,Good,4,Delayed,4.6,23,1800.0,No,4.0,Good
43800.0,3887.05,21500.0,30900.0,0.7055,4,1.0,Fair,4,Defaulted,22.0,67,9900.0,Yes,34.5,Bad
30700.0,1987.95,29500.0,21000.0,0.684,2,1.0,Poor,4,Delayed,46.1,73,5400.0,No,43.2,Bad
39900.0,3420.83,7800.0,700.0,0.0175,5,0.224,Good,2,Mostly Paid,7.7,27,5900.0,No,3.0,Good
56300.0,4891.19,45100.0,15900.0,0.2824,1,0.644,Good,2,Defaulted,3.2,22,4700.0,Yes,2.8,Bad
105800.0,9082.39,20200.0,4200.0,0.0397,3,0.288,Good,1,Mostly Paid,21.6,40,15300.0,No,13.5,Good
46600.0,3648.01,13900.0,1100.0,0.0236,1,0.223,Excellent,0,All Paid,8.4,27,2100.0,No,2.3,Good
45900.0,3943.07,16400.0,8200.0,0.1786,2,0.666,Poor,3,Mostly Paid,18.9,61,4700.0,Yes,15.7,Bad
41800.0,3522.35,12000.0,1300.0,0.0311,2,0.289,,1,Delayed,2.0,19,1400.0,No,0.7,Bad
62300.0,5277.95,86100.0,24300.0,0.39,5,0.781,Fair,4,Defaulted,3.9,30,11100.0,No,10.3,Bad
32900.0,2941.45,11500.0,34300.0,1.0426,2,0.878,Fair,3,Delayed,28.3,57,1200.0,Yes,30.8,Bad
63200.0,5498.01,80100.0,16000.0,0.2532,5,0.514,Fair,3,Defaulted,1.2,19,2700.0,Yes,1.4,Bad
99200.0,8135.52,34700.0,8000.0,0.0806,2,0.407,Excellent,2,Delayed,7.5,37,2300.0,No,8.6,Good
22000.0,1886.42,75700.0,12200.0,0.5545,2,1.0,Fair,4,Delayed,0.0,18,2600.0,No,0.5,Bad
20600.0,1724.89,27500.0,11900.0,0.5777,2,0.997,Fair,3,Defaulted,37.0,54,8100.0,Yes,27.4,Bad
25100.0,2043.8,96900.0,9900.0,0.3944,1,0.473,Good,2,Mostly Paid,3.6,26,12400.0,No,2.6,Bad
69900.0,5796.24,13300.0,20000.0,0.2861,3,0.639,Poor,3,Mostly Paid,3.5,34,1500.0,No,7.9,Good
145300.0,12147.53,33300.0,88200.0,0.607,5,0.822,Poor,5,Delayed,7.0,26,29800.0,No,2.4,Bad
20300.0,1571.27,9700.0,1100.0,0.0542,8,,Good,2,Delayed,6.2,28,5200.0,Yes,8.6,Bad
199400.0,16793.27,25700.0,120000.0,0.6018,2,0.898,Good,4,Defaulted,11.3,32,30900.0,Yes,1.9,Bad
27300.0,2528.86,34500.0,24100.0,0.8828,3,0.944,Poor,4,Delayed,3.1,41,6500.0,Yes,5.3,Bad
139900.0,11494.22,37600.0,86300.0,0.6169,0,0.851,Good,4,Defaulted,21.9,55,7900.0,No,24.2,Bad
62900.0,5505.33,20900.0,5400.0,0.0859,3,0.131,Excellent,0,All Paid,11.8,72,9000.0,No,11.3,Good
90000.0,7336.26,7800.0,52700.0,0.5856,1,0.788,Fair,3,Defaulted,2.8,52,,Yes,27.5,Bad
66500.0,5721.22,42300.0,13700.0,0.206,1,0.409,Poor,2,Delayed,21.9,47,1800.0,Yes,9.7,Bad
62100.0,5438.3,28500.0,16800.0,0.2705,2,0.546,Good,2,Mostly Paid,,48,12700.0,No,23.0,Good
137100.0,11406.1,10200.0,75500.0,0.5507,3,0.608,Good,2,Delayed,1.5,66,19200.0,No,27.6,Good
111700.0,9146.23,101100.0,1000.0,0.009,5,0.382,Fair,2,Mostly Paid,1.3,22,7700.0,No,2.7,Good
62900.0,5123.93,114100.0,8500.0,0.1351,2,0.346,Poor,2,Delayed,26.6,61,8600.0,No,32.6,Bad
27700.0,2380.7,73000.0,14100.0,0.509,3,0.762,Fair,4,Delayed,40.5,67,8800.0,No,23.0,Bad
28000.0,2726.26,70000.0,14100.0,0.5036,1,0.584,Fair,3,All Paid,0.5,31,9600.0,No,5.3,Good
125100.0,10086.45,8600.0,70900.0,0.5667,1,0.786,Poor,4,Delayed,7.9,70,26700.0,No,13.4,Bad
69000.0,5770.05,150000.0,3800.0,0.0551,5,0.32,Excellent,1,Defaulted,23.0,73,9200.0,Yes,11.3,Bad
62700.0,5207.39,22900.0,23000.0,0.3668,0,0.729,Fair,2,Delayed,5.8,28,11300.0,No,7.2,Bad
94200.0,7758.7,11200.0,4500.0,0.0478,4,0.176,Good,1,Delayed,5.8,26,9700.0,No,1.7,Good
147300.0,12258.84,63500.0,67900.0,0.461,5,0.714,Fair,2,Mostly Paid,21.7,51,4500.0,No,12.8,Good
84400.0,6924.89,14000.0,7100.0,0.0841,5,0.155,Good,3,Defaulted,8.2,29,,Yes,4.6,Good
113500.0,9706.96,31100.0,45600.0,0.4018,4,0.555,Good,2,Mostly Paid,17.1,52,17700.0,No,19.8,Good
114200.0,9785.17,9800.0,20800.0,0.1821,4,0.348,Excellent,1,Delayed,16.7,52,21400.0,No,10.3,Good
48600.0,4067.63,27500.0,62500.0,1.286,2,1.0,Good,5,Delayed,0.7,18,27200.0,Yes,0.7,Bad
40800.0,3371.77,33600.0,10600.0,0.2598,4,0.374,Good,2,Delayed,11.0,57,12800.0,No,9.8,Good
125000.0,10318.06,25700.0,37500.0,0.3,1,0.45,Fair,2,All Paid,5.9,39,4600.0,No,14.4,Good
50800.0,4251.39,7500.0,7000.0,0.1378,4,0.435,Poor,3,Mostly Paid,25.1,46,2400.0,No,20.2,Good
171900.0,14694.57,28200.0,68400.0,0.3979,2,0.863,Good,4,Defaulted,7.3,25,4100.0,No,1.9,Bad
24700.0,2037.59,27200.0,5100.0,0.2065,4,0.52,Excellent,2,Mostly Paid,2.7,28,7100.0,No,7.3,Good
23900.0,1823.78,15600.0,100.0,0.0042,7,0.151,Poor,1,Mostly Paid,41.2,58,6400.0,No,24.6,Good
190100.0,15762.11,94100.0,53500.0,0.2814,5,0.499,Poor,3,Defaulted,0.1,54,,Yes,26.3,Bad
88000.0,7484.03,23900.0,46900.0,0.533,2,0.884,Fair,3,All Paid,8.3,31,13500.0,No,6.4,Good
51000.0,4106.45,74900.0,4100.0,0.0804,2,0.338,Good,2,Mostly Paid,28.8,47,18400.0,No,7.9,Good
111400.0,9276.59,9100.0,8300.0,0.0745,2,0.192,Excellent,0,Mostly Paid,34.4,52,19600.0,No,25.8,Good
92500.0,7802.91,18400.0,26100.0,0.2822,4,0.582,Fair,3,Defaulted,7.7,38,38800.0,Yes,13.7,Good
69200.0,5638.29,11800.0,35400.0,0.5116,2,1.0,Fair,6,Delayed,13.6,54,18200.0,No,4.2,Bad
26800.0,1880.45,23400.0,2300.0,0.0858,1,0.117,Excellent,0,All Paid,2.0,22,6000.0,No,3.8,Good
128700.0,10510.72,9100.0,103900.0,0.8073,1,0.767,Fair,3,Delayed,16.0,36,21900.0,No,14.5,Good
150700.0,12386.58,25400.0,118600.0,0.787,1,0.58,Good,5,Delayed,12.0,31,39200.0,Yes,4.9,Good
32300.0,2645.9,20300.0,2200.0,0.0681,3,0.303,Fair,1,Delayed,20.0,43,4000.0,No,2.8,Good
143500.0,11967.19,13800.0,13200.0,0.092,3,0.671,Poor,2,Mostly Paid,0.5,21,3400.0,No,1.9,Good
156700.0,13223.07,41000.0,56700.0,0.3618,2,0.514,Poor,3,Delayed,13.0,42,1800.0,Yes,18.5,Bad
71800.0,5737.88,110500.0,65300.0,0.9095,6,0.927,Good,6,Defaulted,37.1,62,9900.0,No,8.4,Bad
89400.0,7585.66,13100.0,33200.0,0.3714,3,0.432,Excellent,1,Defaulted,7.5,59,16900.0,No,21.6,Good
51300.0,4200.82,48500.0,9100.0,0.1774,2,0.279,Fair,1,Mostly Paid,10.2,42,1300.0,No,15.3,Good
41500.0,3101.22,52500.0,2300.0,0.0554,4,0.305,Good,2,All Paid,0.1,35,,No,3.5,Good
103200.0,8602.71,29100.0,19100.0,0.1851,2,0.421,Fair,1,Defaulted,25.6,57,8500.0,No,18.4,Good
148700.0,12654.92,84800.0,41600.0,0.2798,2,0.537,Excellent,2,Mostly Paid,6.2,25,25100.0,No,1.3,Good
89000.0,7593.29,123800.0,10700.0,0.1202,4,0.241,Good,0,All Paid,20.6,56,6300.0,No,19.1,Good
66600.0,5534.75,20700.0,14300.0,0.2147,2,0.399,Good,1,Mostly Paid,40.1,57,1800.0,No,16.4,Good
31200.0,2825.15,41800.0,1300.0,0.0417,5,0.379,Excellent,3,Mostly Paid,8.3,31,1600.0,No,4.0,Good
23600.0,2005.11,43000.0,4300.0,0.1822,3,0.499,Good,1,All Paid,23.8,49,1400.0,No,22.3,Good
58400.0,5062.9,23100.0,1700.0,0.0291,4,0.492,Fair,3,Defaulted,36.4,68,22100.0,No,18.7,Good
23300.0,1609.35,18300.0,400.0,0.0172,6,0.317,Good,1,Mostly Paid,16.6,55,2100.0,No,22.4,Good
74800.0,5983.4,100000.0,43700.0,0.5842,3,0.645,Good,5,Mostly Paid,23.6,50,19300.0,No,21.6,Bad
51400.0,4429.14,59600.0,3500.0,0.0681,1,0.298,Fair,1,Mostly Paid,20.8,40,9100.0,No,5.2,Good
112000.0,9641.19,9300.0,28800.0,0.2571,3,0.554,Good,2,Mostly Paid,2.3,32,85000.0,No,2.8,Good
43700.0,3725.13,9500.0,2100.0,0.0481,2,0.188,Fair,0,All Paid,12.7,50,3300.0,No,3.5,Good
78400.0,6433.87,94500.0,7200.0,0.0918,4,0.372,Poor,1,Defaulted,11.0,42,3200.0,No,7.9,Bad
70100.0,5671.56,8000.0,9400.0,0.1341,0,,Fair,3,All Paid,13.7,34,1200.0,No,11.4,Bad
20300.0,1628.6,45800.0,900.0,0.0443,4,0.555,Good,2,Defaulted,18.5,50,1600.0,Yes,21.2,Bad
24900.0,2317.73,14000.0,400.0,0.0161,3,0.388,Good,3,Defaulted,10.6,64,6200.0,Yes,33.4,Good
42300.0,3456.49,6300.0,26600.0,0.6288,2,0.756,Fair,3,Mostly Paid,12.7,72,1300.0,No,34.8,Good
159000.0,13459.55,7200.0,600.0,0.0038,2,0.647,Fair,2,Mostly Paid,2.6,19,9400.0,Yes,0.5,Good
30300.0,2655.51,21400.0,600.0,0.0198,3,0.06,Excellent,0,All Paid,13.0,31,12200.0,No,5.2,Good
100700.0,8734.45,7800.0,49400.0,0.4906,3,0.719,Fair,3,All Paid,44.2,70,18100.0,No,5.5,Good
255700.0,21348.39,36800.0,25400.0,0.0993,4,0.157,Excellent,0,All Paid,0.8,57,4200.0,No,5.0,Good
121600.0,10123.41,41500.0,46800.0,0.3849,4,0.42,Excellent,1,Delayed,39.3,57,1700.0,Yes,17.4,Good
38100.0,3394.53,21400.0,1800.0,0.0472,1,0.278,Good,2,Defaulted,43.7,68,1000.0,Yes,18.0,Good
175300.0,14421.28,52500.0,14200.0,0.081,5,0.512,Poor,2,Delayed,18.4,56,100300.0,No,19.1,Good
26400.0,2111.2,28600.0,6700.0,0.2538,2,0.688,Fair,3,Mostly Paid,11.5,68,10500.0,No,7.5,Good
61000.0,4747.33,24700.0,81900.0,1.3426,1,0.825,Poor,3,Mostly Paid,4.1,23,23200.0,Yes,3.1,Bad
162000.0,13249.14,23300.0,3700.0,0.0228,3,0.265,Good,2,All Paid,4.2,23,84100.0,No,0.9,Good
86600.0,7601.34,24700.0,13300.0,0.1536,4,0.452,Fair,3,Delayed,1.0,20,12700.0,No,1.2,Bad
54700.0,4696.8,125300.0,700.0,0.0128,0,0.437,Good,1,Mostly Paid,3.9,24,3600.0,No,2.4,Bad
42500.0,3267.53,45000.0,2800.0,0.0659,4,0.371,Poor,3,Delayed,47.7,68,4900.0,Yes,13.1,Bad
50600.0,4455.63,18300.0,36100.0,0.7134,2,1.0,Good,5,Mostly Paid,0.5,25,13300.0,No,2.5,Bad
66200.0,5375.93,51300.0,2000.0,0.0302,5,0.316,Good,1,Mostly Paid,25.7,59,28100.0,No,4.2,Good
45000.0,3878.19,19000.0,26200.0,0.5822,4,0.923,Poor,4,Mostly Paid,38.6,69,5600.0,No,17.0,Good
245700.0,20600.2,9700.0,14400.0,0.0586,3,0.644,Good,2,Mostly Paid,11.6,32,38200.0,No,2.3,Good
195800.0,16649.66,27600.0,116200.0,0.5935,11,0.547,Fair,3,Mostly Paid,4.1,64,105600.0,No,35.0,Good
153000.0,12642.45,53700.0,35400.0,0.2314,1,0.359,Fair,3,Mostly Paid,7.6,46,4000.0,No,4.4,Good
55600.0,4485.29,21600.0,35100.0,0.6313,1,0.752,Fair,5,Defaulted,24.8,50,22500.0,Yes,25.3,Bad
96400.0,7495.52,76200.0,4800.0,0.0498,3,0.832,Poor,3,Defaulted,27.0,69,3800.0,Yes,23.1,Bad
171500.0,14267.31,22100.0,73900.0,0.4309,2,0.826,Fair,5,Delayed,13.0,47,23200.0,Yes,13.8,Bad
143500.0,12103.4,20100.0,49100.0,0.3422,5,0.656,Good,2,All Paid,22.7,56,7600.0,No,25.4,Good
54800.0,4739.06,150000.0,12900.0,0.2354,1,0.433,Good,1,Mostly Paid,12.6,44,10600.0,No,15.8,Good
27700.0,2558.81,28100.0,13800.0,0.4982,1,0.907,Fair,7,Delayed,22.4,53,5000.0,No,9.6,Bad
25100.0,2149.63,62300.0,7900.0,0.3147,3,0.51,Poor,2,Mostly Paid,16.1,46,2900.0,No,3.4,Bad
75900.0,6425.96,62200.0,47700.0,0.6285,2,1.0,Fair,5,Delayed,19.4,55,30700.0,Yes,24.5,Bad
86900.0,7255.29,96300.0,12500.0,0.1438,4,0.283,Excellent,1,All Paid,17.4,74,19200.0,No,10.9,Good
143200.0,12074.82,8100.0,38300.0,0.2675,2,0.642,Poor,4,Mostly Paid,17.3,50,37100.0,No,17.1,Good
42500.0,3354.82,16100.0,26100.0,0.6141,2,0.709,Good,4,Delayed,1.7,54,1900.0,Yes,28.1,Bad
31900.0,2376.64,56100.0,2300.0,0.0721,3,0.629,Excellent,4,Mostly Paid,3.7,44,14200.0,Yes,13.1,Bad
51000.0,4084.25,33900.0,10200.0,0.2,5,0.461,Excellent,1,Mostly Paid,29.6,72,2400.0,No,16.5,Good
48400.0,4076.06,33700.0,47000.0,0.9711,3,0.914,Poor,3,Defaulted,32.9,50,2900.0,Yes,7.4,Bad
29200.0,2173.25,11400.0,5600.0,0.1918,5,0.385,Poor,1,Delayed,3.3,21,1300.0,No,0.5,Good
92500.0,7581.68,16600.0,8100.0,0.0876,1,0.442,Good,1,All Paid,17.2,39,11200.0,No,11.8,Good
66200.0,5396.41,30800.0,8600.0,0.1299,4,0.205,Excellent,0,All Paid,0.7,19,29500.0,No,1.0,Good
103000.0,8739.7,16400.0,66900.0,0.6495,2,0.743,Good,2,Mostly Paid,2.2,27,6500.0,No,4.2,Good
48300.0,4157.02,13300.0,44900.0,0.9296,3,0.714,Fair,3,Delayed,3.3,22,5000.0,Yes,1.2,Bad
45600.0,3814.1,8200.0,41000.0,0.8991,0,0.813,Good,3,All Paid,7.2,27,17600.0,Yes,2.7,Good
61600.0,5223.55,10900.0,22200.0,0.3604,1,0.808,Good,3,Mostly Paid,19.1,50,12400.0,No,25.4,Good
156400.0,13127.49,56300.0,33400.0,0.2136,3,0.672,Good,2,Delayed,48.8,71,44100.0,No,6.2,Good
22700.0,1818.94,49400.0,1400.0,0.0617,2,0.277,Fair,1,Mostly Paid,32.3,55,1600.0,No,13.5,Bad
126200.0,10408.17,6600.0,5000.0,0.0396,4,0.17,Excellent,0,Mostly Paid,11.5,30,32300.0,No,1.7,Good
49900.0,4465.67,13000.0,900.0,0.018,2,0.124,Good,1,Mostly Paid,25.0,48,3100.0,No,7.3,Good
145300.0,11610.51,33800.0,800.0,0.0055,2,0.375,Good,2,Delayed,14.7,64,127400.0,No,35.4,Good
125300.0,10293.41,18600.0,79100.0,0.6313,3,0.95,Fair,3,All Paid,1.3,53,21100.0,No,7.4,Bad
47900.0,3950.91,65700.0,23800.0,0.4969,4,1.0,Excellent,4,Defaulted,28.7,62,11900.0,No,23.4,Bad
96900.0,8186.99,58800.0,24400.0,0.2518,8,0.552,Poor,3,Delayed,8.4,41,2900.0,Yes,8.2,Bad
31300.0,2835.43,82800.0,62600.0,2.0,0,0.689,Fair,3,Defaulted,9.2,69,2300.0,Yes,28.2,Bad
167300.0,14313.01,34000.0,120000.0,0.7173,0,1.0,Fair,4,Delayed,1.5,73,5500.0,Yes,39.0,Bad
53700.0,4456.66,20200.0,17100.0,0.3184,2,0.713,Good,2,Mostly Paid,2.1,32,5800.0,No,4.5,Bad
59500.0,4953.39,37600.0,11200.0,0.1882,4,0.342,Good,2,Delayed,10.4,46,4500.0,No,4.5,Good
99500.0,8364.19,8300.0,4900.0,0.0492,1,0.267,Fair,4,Delayed,1.3,25,26800.0,No,1.9,Good
131800.0,10877.11,5300.0,28700.0,0.2178,2,0.459,Poor,1,Delayed,2.9,22,3500.0,Yes,2.0,Bad
37500.0,2888.15,5600.0,1900.0,0.0507,0,0.456,Excellent,2,Delayed,21.1,46,11000.0,No,13.4,Good
90400.0,7514.08,23300.0,13800.0,0.1527,2,0.315,Excellent,2,All Paid,8.7,64,1300.0,No,35.7,Good
52300.0,4507.41,14100.0,44900.0,0.8585,4,0.887,Good,4,Delayed,0.2,21,2900.0,No,0.5,Bad
49900.0,4109.75,11000.0,6300.0,0.1263,4,0.592,Fair,2,Delayed,6.3,29,16200.0,No,7.6,Bad
96100.0,8091.02,38400.0,4800.0,0.0499,2,0.654,Excellent,3,Defaulted,27.4,62,26600.0,Yes,6.8,Good
51800.0,3942.9,150000.0,13600.0,0.2625,6,0.675,Fair,4,Mostly Paid,2.9,19,7200.0,No,0.5,Bad
47600.0,3970.35,11900.0,13200.0,0.2773,1,0.504,Good,2,Delayed,19.2,44,1000.0,No,15.1,Good
137500.0,11377.64,32700.0,8900.0,0.0647,2,0.145,Good,1,All Paid,5.1,48,26400.0,No,22.8,Good
26900.0,1986.64,9500.0,1800.0,0.0669,4,0.512,Excellent,2,Defaulted,26.3,68,3300.0,Yes,15.4,Bad
93200.0,7898.11,100300.0,120000.0,1.2876,6,0.766,Fair,3,Mostly Paid,1.1,68,7600.0,No,14.7,Bad
38600.0,3585.8,17100.0,3200.0,0.0829,3,0.421,Excellent,2,Mostly Paid,28.1,53,,No,19.2,Good
21000.0,1947.99,78700.0,11500.0,0.5476,0,0.661,Good,3,All Paid,2.6,53,2900.0,No,23.2,Bad
31900.0,2869.08,16600.0,6100.0,0.1912,2,0.239,Excellent,0,Mostly Paid,15.1,43,1100.0,No,18.4,Good
80700.0,6867.5,62400.0,13800.0,0.171,1,0.231,Fair,1,Mostly Paid,29.0,60,40500.0,No,11.8,Good
100300.0,8487.62,13200.0,10500.0,0.1047,3,0.484,Poor,1,Delayed,7.7,44,30700.0,No,16.7,Good
21400.0,1423.45,17100.0,9500.0,0.4439,3,,Poor,2,Mostly Paid,1.4,22,700.0,No,1.6,Bad
22400.0,1841.08,12500.0,14300.0,0.6384,3,0.78,Fair,3,Delayed,16.1,37,3800.0,No,9.6,Good
171300.0,14376.73,15700.0,15600.0,0.0911,4,,Fair,2,Mostly Paid,,28,3500.0,No,2.6,Good
24900.0,2181.28,68000.0,700.0,0.0281,5,0.431,Good,2,Defaulted,2.6,27,9500.0,Yes,2.0,Bad
166000.0,14087.67,40700.0,7300.0,0.044,2,0.475,Good,2,Delayed,0.3,57,32000.0,No,30.2,Good
36800.0,2860.19,23200.0,17400.0,0.4728,1,1.0,Good,5,Delayed,14.5,55,1900.0,Yes,18.4,Bad
107600.0,9088.12,129600.0,18500.0,0.1719,1,0.621,Good,2,Mostly Paid,1.1,23,1000.0,No,0.6,Good
44100.0,3461.99,26900.0,1900.0,0.0431,4,0.216,Poor,0,Mostly Paid,4.6,25,800.0,No,5.2,Good
147200.0,12224.33,127500.0,18400.0,0.125,2,0.402,Good,2,Delayed,20.3,40,21300.0,No,13.4,Good
98400.0,8187.61,12700.0,21300.0,0.2165,1,0.556,Fair,5,Mostly Paid,30.6,64,26600.0,No,15.4,Good
53400.0,4622.51,87300.0,30600.0,0.573,2,0.6,Poor,3,Mostly Paid,24.8,43,1900.0,No,11.0,Bad
25200.0,2248.99,5500.0,7800.0,0.3095,6,0.819,Fair,3,Defaulted,22.6,63,1800.0,Yes,19.1,Bad
105800.0,8840.73,32600.0,6100.0,0.0577,4,0.455,Good,2,Delayed,23.3,60,8900.0,No,12.6,Good
82400.0,6436.26,24300.0,4300.0,0.0522,3,0.493,Good,2,All Paid,8.3,29,4600.0,No,9.4,Good
20200.0,1772.3,31100.0,3200.0,0.1584,5,0.267,Fair,3,Mostly Paid,5.3,43,2500.0,Yes,12.5,Bad
20600.0,1663.13,33200.0,500.0,0.0243,4,0.146,Poor,1,Delayed,11.2,30,3900.0,No,9.5,Bad
127500.0,10903.36,22200.0,53900.0,0.4227,7,0.769,Fair,5,Delayed,20.2,57,30000.0,No,20.4,Good
39500.0,3522.37,150000.0,6100.0,0.1544,4,0.382,Good,1,Mostly Paid,10.8,35,26700.0,No,10.5,Bad
85700.0,6954.06,136300.0,10800.0,0.126,2,0.326,Good,1,Delayed,17.4,42,46300.0,No,3.0,Good
59400.0,5066.43,119200.0,12700.0,0.2138,0,0.257,Good,1,Delayed,8.4,50,10500.0,No,15.1,Bad
149400.0,12570.38,140400.0,55300.0,0.3701,7,1.0,Poor,4,Defaulted,37.6,64,40100.0,No,28.4,Bad
181700.0,15247.5,60100.0,45900.0,0.2526,7,0.46,Good,1,Mostly Paid,29.6,57,110000.0,No,7.4,Good
300000.0,25079.92,150000.0,120000.0,0.4,1,0.952,Fair,4,Mostly Paid,43.1,60,5700.0,No,24.7,Good
30800.0,2692.7,83000.0,9200.0,0.2987,3,0.357,Fair,3,Delayed,1.8,29,500.0,Yes,1.9,Bad
149200.0,12733.63,23800.0,69400.0,0.4651,3,0.731,Fair,4,Defaulted,31.2,61,1400.0,No,29.3,Bad
40100.0,3231.39,58800.0,14400.0,0.3591,4,0.771,Poor,5,Delayed,2.7,53,7100.0,Yes,28.2,Bad
78100.0,6327.17,90100.0,5000.0,0.064,8,0.144,Good,2,Mostly Paid,2.8,65,23000.0,No,25.9,Good
65800.0,5639.88,48600.0,1100.0,0.0167,3,0.312,Good,1,Delayed,3.7,21,6500.0,No,0.6,Good
21200.0,1389.99,24200.0,14900.0,0.7028,4,0.708,Poor,3,All Paid,3.6,22,3800.0,No,2.6,Bad
195500.0,16422.47,7400.0,120000.0,0.6138,4,0.803,Good,4,Defaulted,14.0,73,28900.0,Yes,34.6,Bad
25300.0,2203.72,63100.0,9900.0,0.3913,3,0.883,Excellent,3,Mostly Paid,22.4,54,1000.0,No,27.9,Good
95800.0,7514.23,111800.0,37000.0,0.3862,3,0.884,Fair,3,Mostly Paid,7.6,25,7900.0,No,1.1,Good
119900.0,9864.4,20800.0,11300.0,0.0942,6,0.522,Poor,2,Mostly Paid,10.4,59,1000.0,No,27.0,Good
123100.0,10573.53,10800.0,28900.0,0.2348,5,0.51,Good,3,Delayed,47.9,66,3400.0,Yes,9.4,Good
29500.0,2166.9,18800.0,43000.0,1.4576,3,0.672,Excellent,2,Mostly Paid,25.3,45,10400.0,No,18.3,Good
58600.0,4925.85,35600.0,34100.0,0.5819,4,0.926,Fair,3,Defaulted,26.3,48,21200.0,No,22.4,Bad
135000.0,11049.02,18300.0,14700.0,0.1089,4,0.291,Poor,3,Mostly Paid,56.3,75,44200.0,No,40.8,Good
43400.0,3474.88,38000.0,4700.0,0.1083,3,0.467,Fair,1,Defaulted,5.3,26,11800.0,No,5.0,Good
61000.0,5466.6,124200.0,12100.0,0.1984,2,0.566,Good,4,Defaulted,35.6,71,19700.0,Yes,24.3,Bad
40700.0,3416.36,43900.0,6300.0,0.1548,4,0.619,Poor,3,Mostly Paid,32.7,68,9500.0,No,36.3,Good
60500.0,5145.06,20800.0,8400.0,0.1388,3,0.279,Good,1,Mostly Paid,23.7,46,13900.0,No,13.4,Good
162200.0,13494.17,101100.0,48000.0,0.2959,3,0.406,Good,2,Defaulted,6.8,31,36200.0,No,3.3,Good
59500.0,4655.31,34200.0,200.0,0.0034,2,0.716,Fair,3,All Paid,33.9,57,9100.0,No,30.4,Good
72800.0,5829.68,9800.0,31500.0,0.4327,6,0.762,Fair,4,Delayed,27.8,58,7100.0,No,14.8,Good
53600.0,4702.35,29200.0,21700.0,0.4049,2,0.613,Good,2,Mostly Paid,4.0,39,14500.0,No,11.8,Good
60100.0,5038.91,42100.0,32000.0,0.5324,1,1.0,Poor,4,Defaulted,6.7,28,4800.0,No,2.6,Bad
21000.0,1595.94,68800.0,11600.0,0.5524,3,0.95,Fair,4,Mostly Paid,3.2,40,3800.0,No,4.1,Bad
41700.0,3470.59,101500.0,10500.0,0.2518,0,0.525,Fair,2,Delayed,0.1,18,5200.0,Yes,0.5,Bad
57300.0,4907.32,18400.0,26000.0,0.4538,1,0.661,Excellent,2,All Paid,0.6,63,4200.0,No,22.5,Good
85300.0,7199.23,10900.0,17400.0,0.204,2,0.555,Poor,4,Mostly Paid,0.3,54,63200.0,Yes,13.3,Good
58900.0,4754.38,7700.0,53500.0,0.9083,2,0.956,Good,4,Mostly Paid,14.1,38,4000.0,No,6.7,Good
46800.0,3584.94,51900.0,3000.0,0.0641,5,0.259,Good,2,Mostly Paid,19.1,43,4000.0,No,9.4,Good
51900.0,4243.59,60500.0,38500.0,0.7418,6,0.82,Fair,3,Delayed,18.0,63,2300.0,No,30.2,Bad
38000.0,3388.48,23400.0,3400.0,0.0895,5,0.363,Good,2,Mostly Paid,28.9,53,13700.0,No,12.6,Good
187900.0,15829.21,22600.0,6100.0,0.0325,1,0.153,Fair,0,All Paid,9.0,71,33700.0,No,40.2,Good
67900.0,5740.41,112900.0,11800.0,0.1738,2,0.38,Good,2,Delayed,17.2,40,13400.0,No,4.1,Good
20900.0,1707.49,92000.0,6000.0,0.2871,3,0.752,Fair,3,Mostly Paid,27.4,74,7700.0,No,42.9,Bad
21300.0,1671.65,14300.0,1700.0,0.0798,5,0.393,Good,2,Mostly Paid,0.4,18,2300.0,No,0.6,Good
254700.0,21194.53,58100.0,62000.0,0.2434,3,0.322,Poor,3,Defaulted,42.9,71,11500.0,Yes,18.4,Bad
